,uuid,frameVersion,setCode,isOnlineOnly,isTextless,keywords,name,text,type,rules
13182,71d575f9-be77-5363-b6a1-f048721a5199,2015,PWOE,False,False,,The Apprentice's Folly,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Choose target nontoken creature you control that doesn't have the same name as a token you control. Create a token that's a copy of it, except it isn't legendary, is a Reflection in addition to its other types, and has haste.
III — Sacrifice all Reflections you control.",Enchantment — Saga,"If something becomes a copy of the token, the copy is also a Reflection in addition to its other types, has haste, and isn't legendary.Except for the listed exceptions, the token copies exactly what was printed on the original creature and nothing else (unless that permanent is itself copying something else; see below). It doesn't copy whether that permanent is tapped or untapped, whether it has any counters on it or Auras attached to it, or any non-copy effects that have changed its power, toughness, types, color, and so on.If the copied creature is copying something else, then the token enters the battlefield as whatever that creature copied, with the stated exceptions."
13205,d509a511-16d2-5730-b548-702cbce31726,2015,CLU,False,False,Myriad,Sumala Rumblers,"Sumala Rumblers's power is equal to the number of creatures you control.
Myriad (Whenever this creature attacks, for each opponent other than defending player, you may create a token copy that's tapped and attacking that player or a planeswalker they control. Exile the tokens at end of combat.)",Creature — Wurm,"The ability that defines Sumala Rumblers's power works in all zones, not just the battlefield."
13206,1875d390-9464-53e5-a44f-f978b0ce3a89,2015,WOE,False,False,Treasure,Flick a Coin,"Flick a Coin deals 1 damage to any target. You create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
Draw a card.",Instant,"If the target is not legal as Flick a Coin tries to resolve, Flick a Coin is removed from the stack. You won't create a Treasure token, and you won't draw a card."
13212,6df4a5ef-cdfd-5b9e-a1af-f337fcf1923c,2015,OTC,False,False,Flash,Crackling Spellslinger,"Flash
When this creature enters, if you cast it, the next instant or sorcery spell you cast this turn has storm. (When you cast that spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",Creature — Human Wizard,Crackling Spellslinger’s second ability triggers if you cast it from any zone. It doesn’t trigger if you put Crackling Spellslinger onto the battlefield without casting it.The copies of a spell with storm created by its storm ability are put directly onto the stack. They aren’t cast and won’t be counted by other spells with storm cast later in the turn.
13233,edaa95c4-4a8c-58bb-9182-4721a7e13b9e,2015,WHO,False,False,,Singing Towers of Darillium,"Each nonland card in your hand without foretell has foretell. Its foretell cost is equal to its mana cost reduced by {2}. (During your turn, you may pay {2} and exile it from your hand face down. Cast it on a later turn for its foretell cost.)
Whenever chaos ensues, you may cast a foretold card you own from exile without paying its mana cost this turn.",Plane — Darillium,"The reduction of the foretell cost applies only to generic mana in the foretell cost. It can't reduce requirements of specific colors of mana. For example, if you foretell a card in your hand with mana cost {1}{G}{G}, its foretell cost will be {G}{G}.Cards that are foretold by virtue of Singing Towers of Darillium's ability won't continue to have the foretell ability once they leave your hand, but you can still cast them from exile on a later turn for the foretell costs they were given by Singing Towers of Darillium."
13235,9eca6b16-f8de-5ccb-978e-28a25c1c872e,2015,MKC,False,False,"Surveil, Investigate",Unshakable Tail,"When this creature enters and at the beginning of your upkeep, surveil 1.
Whenever one or more creature cards are put into your graveyard from your library, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
{2}, Sacrifice a Clue: Return this card from your graveyard to your hand.",Creature — Zombie Detective,"If an effect puts multiple cards from a library into a graveyard, all of those cards move at the same time. For example, when Aftermath Analyst's enters the battlefield triggered ability resolves, you'll mill three cards at once. If one or more of those cards are creature cards, Unshakable Tail's second ability will trigger."
13240,e2a54616-63d0-581c-a731-dcf47180f1bd,2015,OTC,False,False,"Partner with, Partner","Ukkima, Stalking Shadow","Partner with Cazur, Ruthless Stalker (When this creature enters, target player may put Cazur into their hand from their library, then shuffle.)
Ukkima can't be blocked.
When Ukkima leaves the battlefield, it deals X damage to target player and you gain X life, where X is its power.",Legendary Creature — Whale Wolf,"If the target player is an illegal target by the time Ukkima's last ability tries to resolve, the ability won't resolve. You won't gain any life.Use Ukkima's power as it last existed on the battlefield to determine how much damage it deals and how much life you gain. If that number is negative, it deals no damage and you gain no life.If your life total is brought to 0 or less at the same time that Ukkima is dealt lethal damage, you lose the game before the last ability goes on the stack."
13261,22418a5b-2b8f-5e3e-8ff3-70a963211917,2015,WHO,False,False,,The Doctor's Childhood Barn,"Creatures enter tapped.
Whenever chaos ensues, for each opponent, choose up to one target nonland permanent that opponent controls. Untap those permanents. They phase out. They can't phase in for as long as The Doctor's Childhood Barn remains face up. When a player planeswalks, those permanents phase in.",Plane — Gallifrey,A permanent phased out by The Doctor's Childhood Barn phases in during its controller's untap step as normal only if The Doctor's Childhood Barn is no longer face up. (This situation may occur in rare instances if the delayed triggered ability that would normally cause those permanents to phase in immediately is countered.)
13263,c778f565-ef52-5425-baea-0a4fd1ac388d,2015,LTR,False,False,"Flying, Plainscycling, Landcycling, Typecycling, Cycling",Eagles of the North,"Flying
When this creature enters, creatures you control get +1/+0 and gain first strike until end of turn.
Plainscycling {1} ({1}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)",Creature — Bird Soldier,Eagles of the North's triggered ability affects only creatures you control at the time it resolves. Any creatures that come under your control later in the turn won't be affected.
13266,2d1a89e3-dbc7-5370-8333-4cbafd26dcda,2015,ONE,False,False,,Armored Scrapgorger,"This creature gets +3/+0 as long as it has three or more oil counters on it.
{T}: Add one mana of any color.
Whenever this creature becomes tapped, exile target card from a graveyard and put an oil counter on this creature.",Creature — Phyrexian Beast,"If the card chosen as the target of the last ability is an illegal target as the ability tries to resolve, most likely because it left the graveyard some other way, the ability will fail to resolve and none of its effects will happen. Armored Scrapgorger won't get an oil counter.Armored Scrapgorger's last ability triggers whenever it becomes tapped for any reason, not just due to its mana ability."
13269,e3ca9a7f-4800-55f4-a2fc-ece60d3b2e94,2015,MOC,False,False,,Dance with Calamity,"Shuffle your library. As many times as you choose, you may exile the top card of your library. If the total mana value of the cards exiled this way is 13 or less, you may cast any number of spells from among those cards without paying their mana costs.",Sorcery,"If you danced with calamity a little too closely, and the total mana value of the exiled cards is greater than 13, the cards you exiled will remain there and you won’t get to cast any of them.You can look at each card you exile before deciding whether to push your luck or stop.If you cast any of the exiled cards, you do so as part of the resolution of the spell. You can’t wait to cast them later in the turn. Timing restrictions based on a card’s type are ignored."
