,uuid,frameVersion,setCode,isOnlineOnly,isTextless,keywords,name,text,type,rules,leaked_names,has_leakage
1117,31aae57e-4b75-5ac5-b481-c40a4876646a,2015,PIP,False,False,"Alluring Eyes, Goad","Red Death, Shipwrecker","Alluring Eyes — {T}: Goad target creature an opponent controls. That player draws a card. You add {R}. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.)",Legendary Creature — Crab Mutant,"Being goaded isn’t an ability the creature has. Once it’s been goaded, it must attack as detailed above even if it loses all abilities.If the target creature is an illegal target as Red Death’s ability tries to resolve, it won’t resolve and none of its effects happen. You won’t add any mana, and the creature’s controller won’t draw a card.If, during a player’s declare attackers step, a creature that player controls that’s been goaded is tapped, is affected by a spell or ability that says it can’t attack, or hasn’t been under that player’s control continuously since the turn began (and doesn’t have haste), then it doesn’t attack. If there’s a cost associated with having a creature attack a player, its controller isn’t forced to pay that cost, so it doesn’t have to attack that player.If the creature doesn’t meet any of the above exceptions and can attack, it must attack a player other than the controller of the spell or ability that goaded it if able. If the creature can’t attack any of those players but could otherwise attack, it must attack a planeswalker an opponent controls, a battle an opponent protects, or the player that goaded it.Red Death’s ability isn’t a mana ability even though it causes you to add mana. It uses the stack and can be responded to.Attacking with a goaded creature doesn’t cause it to stop being goaded. If there is an additional combat phase that turn, or if another player gains control of it before it stops being goaded, it must attack again if able.",[],False
1156,03967130-0007-57ff-bc99-54a001b9b1eb,2015,CMM,False,False,"Flash, Cycling",Cast Out,"Flash
When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.
Cycling {W} ({W}, Discard this card: Draw a card.)",Enchantment,"If Cast Out leaves the battlefield before its triggered ability resolves, the target permanent won't be exiled.In a multiplayer game, if Cast Out's owner leaves the game, the exiled card will return to the battlefield. Because the one-shot effect that returns the card isn't an ability that goes on the stack, it won't cease to exist along with the leaving player's spells and abilities on the stack.The exiled card returns to the battlefield immediately after Cast Out leaves the battlefield. Nothing happens between the two events, including state-based actions.Auras attached to the exiled permanent will be put into their owners' graveyards. Any Equipment will become unattached and remain on the battlefield. Any counters on the exiled permanent will cease to exist.",[],False
1157,8ae50d88-6d45-5a2d-bb90-790089ccb4b4,2015,ONE,False,False,,Tamiyo's Logbook,"{5}{U}, {T}: Draw a card. This ability costs {1} less to activate for each other artifact you control.",Artifact,"The cost reduction of the activated ability applies only to the generic mana component of the activation cost. It can't reduce colored mana costs. Even if you have five or more artifacts, it still costs {U} to activate.",[],False
1163,2b4cfc26-4547-592d-890f-218e2e116a9b,2015,LTC,False,False,,Drowned Catacomb,"This land enters tapped unless you control an Island or a Swamp.
{T}: Add {U} or {B}.",Land,"This checks for lands you control with the land type Island or Swamp, not for lands named Island or Swamp. The lands it checks for don't have to be basic lands. For example, if you control Blood Crypt (a nonbasic land with the land types Swamp and Mountain), Drowned Catacomb will enter untapped.",[],False
1165,9f9c8c90-9f8c-59f6-afcb-bf93523f1d76,2015,LTC,False,False,Council's dilemma,Travel Through Caradhras,"Council's dilemma — Starting with you, each player votes for Redhorn Pass or Mines of Moria. For each Redhorn Pass vote, search your library for a basic land card and put it onto the battlefield tapped. If you search your library this way, shuffle. For each Mines of Moria vote, return a card from your graveyard to your hand.
Exile Travel Through Caradhras.",Sorcery,"In the case of non-secret voting, votes are cast in turn order, and each player will know the votes of players who voted beforehand.",[],False
1173,67523770-d318-5adf-9a6d-16c27613162b,2015,PIP,False,False,Equip,Nuka-Nuke Launcher,"Equipped creature gets +3/+0 and has intimidate. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Whenever equipped creature attacks, until the end of defending player's next turn, that player gets two rad counters whenever they cast a spell.
Equip {3}",Artifact — Equipment,"Once the equipped creature has been blocked, changing its color or the blocking creature’s color or stopping the blocking creature from being an artifact won’t cause the equipped creature to become unblocked.",[],False
1174,cbc59c7b-f60b-53da-9aee-84dfc3144e0c,2015,LTC,False,False,,"Too Greedily, Too Deep",Put target creature card from a graveyard onto the battlefield under your control. That creature deals damage equal to its power to each other creature.,Sorcery,"If the card you return to the battlefield isn't a creature on the battlefield, it has no power and therefore deals no damage.",[],False
1185,386bddec-429a-50e8-87fa-dfcc0f981cdc,2015,LCI,False,False,,The Millennium Calendar,"Whenever you untap one or more permanents during your untap step, put that many time counters on The Millennium Calendar.
{2}, {T}: Double the number of time counters on The Millennium Calendar.
When there are 1,000 or more time counters on The Millennium Calendar, sacrifice it and each opponent loses 1,000 life.",Legendary Artifact,"If The Millenium Calendar's last ability is countered or otherwise removed from the stack, it will just trigger again immediately if The Millenium Calendar still has 1,000 or more time counters on it.The Millenium Calendar's first ability triggers during the untap step. However, since no player gets priority during the untap step, the ability waits to be put on the stack until the upkeep starts. At that time, any ""beginning of upkeep"" triggers will also trigger. Those abilities and The Millenium Calendar's ability are put onto the stack at that time.",[],False
1196,0524bf03-bea0-531b-9f73-9c4a44fbf15b,2015,PMOM,False,False,"Lifelink, Vigilance, Menace",Kroxa and Kunoros,"Vigilance, menace, lifelink
Whenever Kroxa and Kunoros enters or attacks, you may exile five cards from your graveyard. When you do, return target creature card from your graveyard to the battlefield.",Legendary Creature — Elder Giant Dog,"The last ability of Kroxa and Kunoros triggers and goes on the stack without a target. If you exile five cards from your graveyard, the second “reflexive” triggered ability will trigger. You’ll choose the target creature card for that second ability at that time.",[],False
1200,8a761b7f-dbe2-5e0b-8268-1dc1ac88c817,2015,CMM,False,False,,Inspiring Statuary,Nonartifact spells you cast have improvise. (Your artifacts can help cast those spells. Each artifact you tap after you're done activating mana abilities pays for {1}.),Artifact,"If you cast a nonartifact spell that requires you to sacrifice a permanent as an additional cost, you may tap that permanent (if it's an artifact) for the spell's improvise ability before you sacrifice it to pay that cost.Multiple instances of improvise are redundant.",[],False
